,SPY,QQQ,EFA,EEM,IWM,VNQ,XLK,XLF,XLE,XLV,XLB,XLY,XLP,IEF,TLT,LQD,HYG,SHY,TIP,BNDX,GLD,SLV,DBC,USO,BTC-USD,ETH-USD
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,0.048802242653391614,0.04664466947018098,-0.07862015133273126,0.048613484188098965,0.005940273177940991,0.17634395025498084,0.1077904190772121,-0.04629553730738267,-0.006129578737837482,0.002759342681226906,0.07569186425213514,0.03684522767658449,0.110352417732966,0.07407295545968462,0.13879708644793642,0.09377199018402727,0.03977070103380287,0.010880547002801277,0.046675923355620874,0.06688380085249035,0.2102118661479564,0.32467525694938826,-0.06745244733639821,-0.3023758573885488,1.195378451971394,
2016-08-04,0.05296836930113291,0.05503546617232091,-0.06628578551209474,0.06596659521788095,0.014953137827976581,0.16834958783152598,0.11953913097639202,-0.04796445361046253,-0.003885113004449048,0.0027407184007164354,0.08722911546359202,0.03541544437530475,0.11837104872962834,0.07837819735734941,0.15645567014547024,0.10260716168463313,0.047724767587817185,0.011711861305320204,0.05357199264953838,0.07039454446907056,0.21249177833200683,0.3607594949442856,-0.058591159441040985,-0.2996441267611666,1.7396804790883547,
2016-08-05,0.07003929559876076,0.07222060601387925,-0.0537055263533458,0.09184098207265734,0.04038012083369136,0.17611857968245292,0.13785775761086527,-0.020879918608339598,0.033713965372075716,0.009260359036129318,0.1043466352923823,0.048171726476455845,0.13062811427367182,0.06515810835689906,0.1332400375271423,0.09281858002936771,0.051031488491466215,0.009335380017158945,0.047455953725974,0.06819464542322184,0.1750345413711374,0.28414546852180855,-0.04394151032571403,-0.265822827057025,1.5367604913932542,
2016-08-08,0.09220896651160415,0.10153309239777486,-0.028234174892928454,0.11716551334733616,0.06685144987917213,0.18692847124021195,0.16610451434993267,0.0015330695570063835,0.07168806307491327,0.024488691955572683,0.1278583887226017,0.07489270452997676,0.1397465105912814,0.0617074568676621,0.1240229359090661,0.0928707659412813,0.06050032276382078,0.009335361314169344,0.04528233810020588,0.06851802114108563,0.15392973220024442,0.2679296420630519,-0.041168735780908405,-0.2445773771188493,1.511383049861974,
2016-08-09,0.12677852414086144,0.15454300682812327,0.002374360547819032,0.16045498866786745,0.08061304289759952,0.21594687997333528,0.21496056781134754,0.03967924682827095,0.10466353190790656,0.059330906157806895,0.1525132390791124,0.10717433948184274,0.17541098886333906,0.06124927765674748,0.13166658008982735,0.09900866038804335,0.06806441601695568,0.008858428879678915,0.04743680104602088,0.07199216405635833,0.1514442746963811,0.2915811966230397,-0.027684058895191654,-0.23885109272482707,1.5274263757146374,
2016-08-10,0.1733976937721684,0.19766219493056902,0.04180051698169418,0.21376588868875168,0.11641897940068202,0.27426478552807776,0.26081290701170334,0.07750741343574474,0.1546601977990918,0.10269670290198829,0.2031716267030994,0.15565465676631862,0.22223490340827046,0.062310130323258495,0.13640323621440498,0.10517851315527738,0.07488570186742605,0.008856276765281113,0.051362798364483986,0.0771072831933921,0.1631231247482292,0.355980162224522,-0.014542878141773907,-0.21777416839063612,1.8129078651685395,
2016-08-11,0.19288065835666002,0.2073345057421243,0.03939349627068123,0.21394869298879637,0.13044158869652644,0.2954602576841332,0.2754442457882984,0.09427061937217895,0.18885022067935897,0.12031769668315073,0.2276405159682322,0.171938727787605,0.2315957773642494,0.06302853656776075,0.14465758158694197,0.10715815853059096,0.0753530618112852,0.008384219918231794,0.051095352022091145,0.08227971518163657,0.16956755117131772,0.3552537094114092,-0.0034482691144608335,-0.19795754868084292,1.6583758435629976,
2016-08-12,0.14777711822495276,0.1502314829972955,0.01281609541450024,0.1706793137605238,0.10348554526195497,0.26668081998284743,0.21296060624249247,0.05151375058753849,0.15565310925562925,0.07219915229839935,0.1826571201272873,0.12851224368457692,0.2003975257775581,0.07343147196536348,0.17701967738524238,0.1128684378226048,0.06730392352736381,0.009690228997677242,0.060190046113571594,0.08106079843569103,0.18324513506515694,0.38053088009297054,0.010409493441054352,-0.17776040535563165,1.6017643171716873,
2016-08-15,0.12330165021286343,0.12659860859338656,0.004510480345260914,0.13273921736646677,0.09484807892666547,0.24139958254207539,0.191207939108468,0.0331491471388794,0.11000275040477248,0.05353684376802126,0.152737158085696,0.1048158886620707,0.1800410399668979,0.07088195060035729,0.16525932291894896,0.10839147364760371,0.06257803970411224,0.009333283081284227,0.052321851906011574,0.07994078792325521,0.1866703086820496,0.3644927292354869,-0.008707341518709444,-0.22867380817199778,1.523657609901007,
2016-08-16,0.11745239367760862,0.1205893545229666,0.004473573135642672,0.1423429510586518,0.07536199342895866,0.22830728445266257,0.18007180919905186,0.035366098212886055,0.08707927289855455,0.05007570804829964,0.14003486930656295,0.09805980338335285,0.17735370145002838,0.06886639580451881,0.1587329919441689,0.10440056330786907,0.05938629529860906,0.009453699933616777,0.047856736319807025,0.07914567784053017,0.18187676934227026,0.3520114649191044,-0.026109469378712946,-0.2661290327749275,1.495458156695836,
2016-08-17,0.12867284775052568,0.13669830314622922,0.01166721615555133,0.13305847485740974,0.07610812003640333,0.26209235990587065,0.1904177896451007,0.047690187202158674,0.07920896047214354,0.0717515655444334,0.14540230789512099,0.1039794202407458,0.18881641202161026,0.07239808174522566,0.17470699977985427,0.11024046863427439,0.06233423760210899,0.009811426943827195,0.05197095268816687,0.08278132461822141,0.18084911193132291,0.3352395004137134,-0.04525184416128558,-0.3083700734005115,1.4916368363627925,
2016-08-18,0.16600823457009195,0.17366984935416685,0.05207990179628186,0.1896999677542286,0.11601317091893426,0.28184991500195644,0.23037773178142773,0.08191304181101744,0.14160521518457947,0.10108161744805488,0.1889005771573582,0.13198659637268984,0.21790446146574216,0.06950729987879867,0.16814632628737125,0.10623578874017614,0.06996159027879845,0.010165738635998345,0.05570123371384117,0.081118839239668,0.18232604595718227,0.34648500880712096,0.0,-0.2370020343978274,1.5176024462115336,
2016-08-19,0.14261530825845758,0.1411838714834912,0.0289960393125146,0.166242027725354,0.09632079699782525,0.2606290580534405,0.20214326785297598,0.06687354925869404,0.12179153193310399,0.07804836390024694,0.17384902094080257,0.10930553626156136,0.19873164218958617,0.06879290425479945,0.1721161253557244,0.10455703471372702,0.06241274396091523,0.008977995445191622,0.05730635450894872,0.07960192265405275,0.17814396966335888,0.308844492320133,-0.011764668960385194,-0.2485089438091812,1.5105546547679292,
2016-08-22,0.1417449182593138,0.14769321000107039,0.027600530354383368,0.14621746473651687,0.10055629923977549,0.26401904467849513,0.20123997720275377,0.06087203770844951,0.10580903161690558,0.08798897876570444,0.16506707101969353,0.10777140084169146,0.19235429127599968,0.06857039046873425,0.17626617907927744,0.1030508671507333,0.05921610004586286,0.009096658218548326,0.059398434452166526,0.07868448329524513,0.18490358974910448,0.2817402800727786,-0.027272829058288206,-0.2848761305143699,1.5827328373631886,
2016-08-23,0.1616267357340171,0.1635897821651786,0.05614840087522022,0.1767474839062273,0.11668155354284027,0.28872715246009806,0.22429532338795988,0.08376921060454223,0.13227327689471147,0.1028065388184094,0.19882201856725135,0.12541120373420078,0.20966608915430074,0.06517825352257467,0.16687400898613336,0.1018249788078649,0.06388148679580485,0.00909655045759572,0.05913553483967271,0.0769563187501423,0.18857572495396946,0.288074727507434,-0.011176849547327339,-0.26458884557723417,1.5333045337481885,
2016-08-24,0.15568566410421103,0.15606733070437206,0.05364653266022135,0.17993211790993535,0.10759175224951556,0.28308348744839584,0.21754992172508003,0.08331855393518728,0.1277504005218828,0.08550567424707611,0.1849731619145938,0.12004751854467477,0.20768224109889544,0.06479764634280039,0.16412403752410598,0.10111399005815658,0.06093810591526139,0.00885914578221203,0.0574969733405124,0.0756139591731384,0.17536513953615662,0.2658046510531731,-0.02301120303777715,-0.28249338530731904,1.418967118790952,
2016-08-25,0.12657738558295906,0.1225411524962674,0.01945175630159035,0.14456385313426123,0.08495221814731413,0.26970324057595474,0.18692279826179203,0.05846861575097284,0.10732194773700221,0.047066470060651566,0.16179419398026385,0.09106973448193867,0.17848182732143214,0.06777913142152237,0.1770735485814976,0.1051892458707977,0.057120890836548144,0.008861211031817362,0.061737978489575296,0.07338116061799171,0.17401420478070428,0.2485835200889268,-0.026109469378712946,-0.2709720722008898,1.371692927816976,
2016-08-26,0.139695428132391,0.13694991691478164,0.017493240653455366,0.1405330407124361,0.09537134460800045,0.2717327587204683,0.2032111140613666,0.07459008678837376,0.12468206760947331,0.06757630207619969,0.1640695083129502,0.09976807571323576,0.19201560676808982,0.06327605482401477,0.1646339048535459,0.09932768509109469,0.05724604572724279,0.008148415618591365,0.05523503682667119,0.07587556696580577,0.18769439662543963,0.27207458184839495,-0.016534431250093795,-0.24534806088635308,1.4337904452282584,
2016-08-29,0.13910926498284004,0.12625407281504053,0.013935479179068011,0.1374972515827808,0.09607341518467738,0.28145012355302557,0.19581850487277896,0.07877035900564833,0.12574916913119338,0.05969988424621597,0.1718405265210401,0.10048034986187271,0.1969885452308031,0.0700748681551624,0.1882282962776387,0.10776502526036857,0.059919616459676917,0.008386210394955018,0.05877888607493387,0.07821437533744469,0.1872533024313443,0.2794853403417603,-0.028852360333448512,-0.27327527396577755,1.4073893188030913,
2016-08-30,0.13208691161510222,0.11642628567331381,0.012720687903895689,0.13001890589481313,0.09296346637763775,0.25497931770911175,0.18617064334758915,0.08382013413565925,0.13197203487792986,0.04935369224123498,0.17061931192900937,0.08626797557811283,0.18214520789883593,0.0671689222179277,0.1762419973217395,0.10557203362545442,0.06089684194946199,0.008146504091347095,0.054912347587067645,0.07835868635106791,0.1777505130580792,0.2666666894545837,-0.03676943190851534,-0.26757680398405437,1.4051902012067883,
2016-08-31,0.13307149585357303,0.11866825243407608,0.018351669474447663,0.11914917665352709,0.09181370891500418,0.2555716556486709,0.18708900548539376,0.08705491019469447,0.12383799852539101,0.04945918500688018,0.17289745597020234,0.08921309400920019,0.18745056783976644,0.0649293212555091,0.1760855873650764,0.10522113925941357,0.05858954487748691,0.00826676847961183,0.057094422495874264,0.07724329302720401,0.17473166395498274,0.28498907631420844,-0.04321814430224946,-0.28005563519777876,1.4950659538876856,
2016-09-01,0.11913508536021089,0.10849099134772233,0.01842706483249046,0.1170283594898196,0.08045419945299237,0.24023884907740323,0.17572993569872541,0.0673609079243056,0.10820870815180794,0.031916139397075494,0.16915992228790855,0.08001883237689755,0.17388550605275443,0.0750644312418125,0.2003868971838454,0.11360158625919214,0.060931189748797854,0.010171745192758319,0.06520070633333686,0.07763298610866598,0.18309725316585657,0.3028322394820877,-0.056991456000423324,-0.30954010773312735,1.4849893028007375,
2016-09-02,0.11452056944884759,0.10586828673366555,0.014667414098216147,0.10829254620365902,0.08155181079039564,0.23775562505331216,0.17607638919791646,0.06533183917386709,0.08981786643538592,0.03016869775509834,0.16424225036586582,0.07003607813432122,0.16965447564369351,0.0725799054482259,0.1951063036416687,0.10958751301069758,0.06967810552948195,0.010290282126012684,0.0642943280955024,0.0787758124002591,0.17948003517299527,0.2967651327555534,-0.06192961739266656,-0.33333333333333326,1.5122635927114074,
